"id","title","description","link","source","published_at","fetched_at","keywords","confidence_score","created_at"
"201","Can walking delay Alzheimer’s? Research reveals how many steps you should take to protect your memory","Alzheimer’s: New research suggests older adults at higher risk of Alzheimer's disease can slow cognitive decline by staying active. A study found that walking 3,000 to 5,000 steps daily appeared to delay decline by three years. Walking 5,000 to 7,000 steps da…","https://economictimes.indiatimes.com/news/international/us/alzheimers-how-to-prevent-alzheimers-research-reveals-how-many-steps-you-should-take-to-protect-your-memory/articleshow/125099445.cms","The Times of India","2025-11-05 01:46:18","2025-11-07 19:14:59.392832","[""disease""]","8.88","2025-11-07 19:14:59.392832"
"202","Deadly Listeria Outbreak Exposes Hidden Risks in Ready-to-Eat Foods","Learn more about the recent Listeria outbreak and how to keep your kitchen safe from this resilient bacterium.","https://www.discovermagazine.com/deadly-listeria-outbreak-exposes-hidden-risks-in-ready-to-eat-foods-48220","Discover Magazine","2025-11-04 22:20:00","2025-11-07 19:14:59.392832","[""outbreak""]","7.04","2025-11-07 19:14:59.392832"
"203","‘I’m an ER Doctor—This Common Cold Remedy Sends People to the Hospital Every Year'","These side effects are nothing to sneeze at.","https://parade.com/health/common-cold-remedy-that-sends-people-to-hospital-according-to-er-doctor","Parade","2025-11-04 21:25:00","2025-11-07 19:14:59.392832","[""hospital""]","6.53","2025-11-07 19:14:59.392832"
"204","Latest avian flu outbreak confirmed at Co Carlow turkey facility","Fota Wildlife Park in Cork to remain closed following detection of virus last month","https://www.irishtimes.com/ireland/2025/11/04/latest-avian-flu-outbreak-confirmed-at-co-carlow-turkey-facility/","The Irish Times","2025-11-04 19:33:19","2025-11-07 19:14:59.392832","[""outbreak"",""fota"",""virus""]","17.01","2025-11-07 19:14:59.392832"
"205","Bird flu outbreak reported at commercial turkey flock in Carlow, as farmers call for housing order","The IFA says it’s unlikely that the price of turkeys will be affected by the outbreak.","https://www.thejournal.ie/bird-flu-outbreak-reported-at-commercial-turkey-flock-in-carlow-6864875-Nov2025/","TheJournal.ie","2025-11-04 19:21:09","2025-11-07 19:14:59.392832","[""outbreak""]","7.11","2025-11-07 19:14:59.392832"
"206","6 dead, dozens sick from listeria outbreak tied to recalled pasta meals","Two new deaths and more illnesses have been reported in an outbreak of listeria food poisoning tied to precooked pasta meals sold in grocery stores in many states.","https://www.clickondetroit.com/health/2025/11/04/6-dead-dozens-sick-from-listeria-outbreak-tied-to-recalled-pasta-meals/","WDIV ClickOnDetroit","2025-11-04 18:43:45","2025-11-07 19:14:59.392832","[""illness"",""outbreak"",""sick""]","18.14","2025-11-07 19:14:59.392832"
"207","Jharkhand's Health Department Introduces SOP for ICU and CCU Management in Hospitals","Jharkhand's health department has developed a comprehensive SOP for ICUs and CCUs in government and private hospitals to ensure standardized critical care delivery across the state. This initiative aims to strengthen management efficiency and provide timely, …","https://timesofindia.indiatimes.com/city/ranchi/jharkhands-health-department-introduces-sop-for-icu-and-ccu-management-in-hospitals/articleshow/125139859.cms","The Times of India","2025-11-06 17:29:36","2025-11-07 19:14:59.392832","[""hospital"",""health department"",""ICU""]","18.98","2025-11-07 19:14:59.392832"
"208","27-year-old woman killed after being struck by van in Manhattan","The 27-year-old was rushed to Bellevue Hospital, where she succumbed to her injuries around 9:10 a.m., police said.","https://nypost.com/2025/11/06/us-news/27-year-old-woman-killed-after-being-struck-by-van-in-nyc/","New York Post","2025-11-06 17:21:23","2025-11-07 19:14:59.392832","[""hospital"",""manhattan"",""van""]","17.05","2025-11-07 19:14:59.392832"
"209","Miracle NY motorcycle cop survives ‘internal decapitation’ in funeral procession mishap","Nassau County cop Michael Hyland should've died after a violent motorcycle wreck last month -- but on Thursday, he was released from the hospital.","https://nypost.com/2025/11/06/us-news/miracle-ny-cop-survives-internal-decapitation-in-funeral-procession-mishap/","New York Post","2025-11-06 20:50:38","2025-11-07 20:56:41.267788","[""hospital"",""michael hyland"",""nassau county""]","17.6","2025-11-07 20:56:41.267788"
"210","Hawks rule Porzingis out with illness management","The Atlanta Hawks have ruled Kristaps Porzingis out for Saturday night's game against the Los Angeles Lakers due to illness management.","https://www.espn.com/nba/story/_/id/46894480/hawks-rule-kristaps-porzingis-illness-management","ESPN","2025-11-08 19:55:53","2025-11-09 20:38:00.649995","[""illness"",""los angeles""]","12.1","2025-11-09 20:38:00.649995"
"211","Luke O’Neill: Should we be concerned about catching bird flu?","A virus is back in the news. This time it’s not one that infects humans, but instead infects birds, causing bird flu. Outbreaks have been reported on turkey farms in Co Carlow and in Kells, Co Meath. This follows an outbreak in Fota Wildlife Park, Co Cork, wh…","https://www.independent.ie/opinion/luke-oneill-should-we-be-concerned-about-catching-bird-flu/a909587355.html","Independent.ie","2025-11-08 14:23:39","2025-11-09 20:38:00.649995","[""fota"",""luke o’neill"",""outbreak"",""virus""]","23.75","2025-11-09 20:38:00.649995"
"212","Wait, what? A RAT caught and ate a BAT? And there's video! What does it portend?","Scientists filmed bats to see how they communicate while swarming. They found a surprise: In urban settings, rats attack bats. What are the implications for bats ... and virus spread to humans?","https://www.npr.org/sections/goats-and-soda/2025/11/08/g-s1-96931/rat-bat-virus-video","NPR","2025-11-08 12:22:13","2025-11-09 20:38:00.649995","[""virus""]","8","2025-11-09 20:38:00.649995"
"213","A decade-long fight: Scientist’s memoir alleges Pfizer cover-up of lab infection","A former Pfizer scientist has published a memoir detailing her claim of being infected by a genetically engineered virus at work. Becky McClain alleges the company then withheld her exposure records and fired her for raising safety concerns. After a decade-lo…","https://www.naturalnews.com/2025-11-08-scientists-memoir-alleges-pfizer-cover-up-lab-infection.html","Naturalnews.com","2025-11-08 06:00:00","2025-11-09 20:38:00.649995","[""infection"",""mcclain"",""virus""]","18.94","2025-11-09 20:38:00.649995"
"214","Comments - When an Inmate Dies in Custody: The Death of Spirit and the One Health Regime","Thank you , Connie for this concise tragic report of government overreach in Canada. Next is culling of pets and farm animals based on suspicion of disease. After that, it is culling of humans. I have yet to see any dead ducks, geese , birds etc from a thing …","https://unlockalberta.substack.com/p/when-an-inmate-dies-in-custody-the/comment/164046621","Substack.com","2025-11-08 05:47:51","2025-11-09 20:38:00.649995","[""canada"",""disease""]","13.75","2025-11-09 20:38:00.649995"
"215","‘Couldn’t stomach it’: Ostriches loaded in bins after shooting cull stuns protesters","EDGEWOOD, BRITISH COLUMBIA, CANADA — It had taken more than 10 months before the first gunshots marked the beginning of a cull of hundreds of ostriches at a British Columbia farm that was ordered during an avian flu outbreak last New Year’s Eve. But it was ov…","https://financialpost.com/pmn/couldnt-stomach-it-ostriches-loaded-in-bins-after-shooting-cull-stuns-protesters-2","Financial Post","2025-11-08 03:16:41","2025-11-09 20:38:00.649995","[""british columbia"",""canada"",""outbreak""]","23.71","2025-11-09 20:38:00.649995"
"216","Canadian Food Inspection Agency completes ostrich cull at British Columbia farm","A Canadian federal agency says it has shot dead all ostriches at a British Columbia farm, fulfilling a 10-month-old cull order over a bird flu outbreak. The Canadian Food Inspection Agency says a professional marksman was used and it was done in a humane way.…","https://apnews.com/article/oshtrich-cull-bird-flu-canada-cbef6e65b570bbc91a790b4817e02777","Associated Press","2025-11-08 01:29:15","2025-11-09 20:38:00.649995","[""british columbia"",""outbreak""]","18.66","2025-11-09 20:38:00.649995"
"217","Obesity drug seen as effective for long COVID, gets clinical trial","COVID-19 symptoms that don’t go away affect hundreds of millions worldwide. Scripps Research is recruiting people with long COVID to test a weight-loss medication that shows promise in treating the illness.","https://www.kpbs.org/news/science-technology/2025/11/07/obesity-drug-seen-as-effective-for-long-covid-gets-clinical-trial","KPBS","2025-11-08 01:18:03","2025-11-09 20:38:00.649995","[""illness"",""scripps"",""symptoms""]","18.26","2025-11-09 20:38:00.649995"
"218","Amid Destroyed Health System, Gaza Sees Severe Outbreak of Autoimmune Disorder","Guillain-Barré syndrome could be a manageable disease anywhere with proper treatment — but not in Gaza.","https://truthout.org/articles/amid-destroyed-health-system-gaza-sees-severe-outbreak-of-autoimmune-disorder/","Truthout","2025-11-08 19:17:52","2025-11-09 20:38:00.649995","[""disease"",""outbreak"",""gaza""]","22.35","2025-11-09 20:38:00.649995"
"219","US seeks pathogen data in exchange for foreign health aid, document shows","LONDON/GENEVA (Reuters) -The Trump administration wants countries that receive U.S. health aid to share data with Washington about pathogens that could spark epidemics as a condition of the funding, according to a draft document seen by Reuters. Read full sto…","https://www.thestar.com.my/news/world/2025/11/08/us-seeks-pathogen-data-in-exchange-for-foreign-health-aid-document-shows","The Star Online","2025-11-07 19:17:00","2025-11-09 20:38:00.649995","[""reuters"",""u.s."",""washington"",""london"",""epidemic""]","33.6","2025-11-09 20:38:00.649995"
"220","Malaria isn’t just a health crisis — it’s an economic imperative","Most Americans will never experience malaria. That is a privilege. Even though malaria ranks among the most debilitating and deadly diseases globally, few Americans today have encountered it firsthand or know someone who has.
Distance can lull us into thinkin…","https://biztoc.com/x/08774d25db199093","Biztoc.com","2025-11-07 14:15:45","2025-11-09 20:38:00.649995","[""WHO"",""disease"",""malaria""]","18.78","2025-11-09 20:38:00.649995"
"221","A paradigm shift in DENV-4 clinical presentation: A viewpoint on pulmonary inflammatory symptoms from the 2023 Lincang outbreak","Background During the 2023 outbreak of dengue virus serotype 4 (DENV-4) in Lincang, China, we noted prominent lower-respiratory involvement not typically emphasized in dengue descriptions.   Methods We retrospectively analyzed 147 hospitalized, RT-PCR-confirm…","https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0013679","Plos.org","2025-11-07 14:00:00","2025-11-09 20:38:00.649995","[""hospital"",""outbreak"",""symptoms"",""lincang"",""virus"",""china""]","34.93","2025-11-09 20:38:00.649995"
"222","Wielding Obscure Budget Tools, Trump’s ‘Reaper’ Vought Sows Turmoil in Public Health","Through shrouded bureaucratic maneuvers, White House budget director Russell Vought and DOGE have quietly upended outbreak response, HIV treatment, and dementia care in communities across America.","https://kffhealthnews.org/news/article/russell-vought-trump-omb-doge-public-health-budget-shutdown/","Kffhealthnews.org","2025-11-07 10:00:00","2025-11-09 20:38:00.649995","[""russell"",""white house"",""america"",""outbreak""]","23.07","2025-11-09 20:38:00.649995"
"223","Mahhi Vij shares health update from hospital; says ‘I'm most saddened that I'm not able to go for the shoot’","Television actress Mahhi Vij is hospitalized with a severe viral infection, causing concern among fans. Despite negative tests for dengue, malaria, and typhoid, her primary worry is her upcoming comeback project, 'Seher Hone Ko Hai.' Mahhi expressed her dedic…","https://timesofindia.indiatimes.com/tv/news/hindi/mahhi-vij-shares-health-update-from-hospital-says-im-most-saddened-that-im-not-able-to-go-for-the-shoot/articleshow/125155246.cms","The Times of India","2025-11-07 09:15:36","2025-11-09 20:38:00.649995","[""hone ko hai"",""infection"",""hospital""]","19.22","2025-11-09 20:38:00.649995"
"224","A grim milestone: Congo’s latest Ebola outbreak has been contained, but a broken system remains","A swift, collaborative effort by the Congolese Ministry of Health, the World Health Organization (WHO), and Doctors Without Borders (MSF) successfully stopped a recent Ebola outbreak in the Bulape health zone. If no new cases appear, the outbreak will be offi…","https://www.naturalnews.com/2025-11-07-grim-milestone-congo-latest-ebola-outbreak-contained.html","Naturalnews.com","2025-11-07 06:00:00","2025-11-09 20:38:00.649995","[""the world health organization"",""the congolese ministry of health"",""cases"",""WHO"",""outbreak""]","29.35","2025-11-09 20:38:00.649995"
"225","‘Couldn’t stomach it’: Ostriches loaded in bins after shooting cull stuns protesters","EDGEWOOD, BRITISH COLUMBIA, CANADA — It had taken more than 10 months before the first gunshots marked the beginning of a cull of hundreds of ostriches at a British Columbia farm that was ordered during an avian flu outbreak last New Year’s Eve. But it was ov…","https://financialpost.com/pmn/couldnt-stomach-it-ostriches-loaded-in-bins-after-shooting-cull-stuns-protesters","Financial Post","2025-11-08 00:57:36","2025-11-09 20:38:00.649995","[""british columbia"",""canada"",""outbreak""]","23.71","2025-11-09 20:38:00.649995"
"226","Canadian agency says cull over, all ostriches shot dead at British Columbia farm","A Canadian federal agency says it has shot dead all ostriches at a British Columbia farm, fulfilling a 10-month-old cull order over a bird flu outbreak","https://abcnews.go.com/International/wireStory/canadian-federal-agency-cull-ostriches-shot-dead-british-127314180","ABC News","2025-11-07 21:48:59","2025-11-09 20:38:00.649995","[""british columbia"",""outbreak"",""british columbia farm""]","17.58","2025-11-09 20:38:00.649995"
"227","WATCH: Transportation Secretary Sean Duffy on flight reductions, Thanksgiving travel","Duffy said the FAA's decision to increase air traffic reductions to 10% is necessary as air traffic controllers call in sick while not receiving pay during the government shutdown.","https://abcnews.go.com/Politics/video/transportation-secretary-sean-duffy-flight-reductions-thanksgiving-travel-127313822","ABC News","2025-11-07 21:23:25","2025-11-09 20:38:00.649995","[""faa"",""sick"",""sean duffy""]","17.91","2025-11-09 20:38:00.649995"
"228","Outrage as 300 'healthy' ostriches are executed by firing squad after infectious disease claims","A holding pen that just one day earlier housed 300 ostriches now contains their tarp-covered bodies after officials carried out a slaughter late Thursday night.The pen sits on the grounds of Universal Ostrich Farms in British Columbia, Canada, which has been …","https://freerepublic.com/focus/f-news/4351346/posts","Freerepublic.com","2025-11-07 20:48:55","2025-11-09 20:38:00.649995","[""british columbia"",""canada"",""disease""]","18.82","2025-11-09 20:38:00.649995"
"229","Flu cases top alert threshold in Japan as infections spread nationwide","Japan's influenza cases averaged 14.90 per medical institution during the week through last Sunday, surpassing the alert threshold of 10 as infections increased across all 47 prefectures, the health ministry said. The Ministry of Health, Labor and Welfare sai…","https://japantoday.com/category/national/flu-cases-top-alert-threshold-in-japan-as-infections-spread-nationwide","Japan Today","2025-11-07 20:48:30","2025-11-09 20:38:00.649995","[""the health ministry"",""infection"",""the ministry of health"",""cases"",""japan""]","33.84","2025-11-09 20:38:00.649995"
"230","Brazil welcomes China lift of ban on poultry imports","RIO DE JANEIRO: Brazil, the world's biggest exporter of chicken meat, on Friday (Nov 7) welcomed China's move to lift a ban on imports of the product after an outbreak of bird flu earlier this year.China and the European Union suspended","https://www.channelnewsasia.com/world/brazil-welcomes-china-lift-ban-poultry-imports-5454471","CNA","2025-11-07 20:35:06","2025-11-09 20:38:00.649995","[""the european union"",""brazil"",""outbreak"",""china""]","33.15","2025-11-09 20:38:00.649995"
"231","Free range eggs will still be on shelves despite housing order for poultry amid bird flu outbreak","Free range eggs will still be on shelves in the coming weeks despite a mandatory housing order for poultry amid increasing cases of bird flu, Minister for Agriculture Martin Heydon has said.","https://www.independent.ie/irish-news/free-range-eggs-will-still-be-on-shelves-despite-housing-order-for-poultry-amid-bird-flu-outbreak/a1488485336.html","Independent.ie","2025-11-07 17:52:37","2025-11-09 20:38:00.649995","[""martin heydon"",""ICU"",""outbreak"",""cases""]","23.67","2025-11-09 20:38:00.649995"
"232","Lung cancer alert: Doctors say it’s not just for smokers — watch for these early symptoms","Doctors warn that lung cancer is not only a smoker’s disease. Non-smokers are also at risk because of air pollution and genetics. Simple signs like a long cough or tiredness should never be ignored. Experts say quitting smoking, eating healthy, and regular he…","https://economictimes.indiatimes.com/news/international/us/lung-cancer-alert-doctors-say-its-not-just-for-smokers-watch-for-these-early-symptoms/articleshow/125167607.cms","The Times of India","2025-11-07 17:37:27","2025-11-09 20:38:00.649995","[""disease"",""symptoms""]","14.03","2025-11-09 20:38:00.649995"
"233","Brazil welcomes China lift of ban on poultry imports","Brazil, the world’s biggest exporter of chicken meat, on Friday welcomed China’s move to lift a ban on imports of the product after an outbreak of bird flu earlier this year. China and the European Union suspended imports of chicken meat from Brazil in May af…","https://www.digitaljournal.com/world/brazil-welcomes-china-lift-of-ban-on-poultry-imports/article","Digital Journal","2025-11-07 15:52:20","2025-11-09 20:38:00.649995","[""the european union"",""brazil"",""outbreak"",""china""]","38.39","2025-11-09 20:38:00.649995"
"234","Kenya steps up war on Rift Valley Fever and Brucellosis","Rift Valley Fever is a mosquito-borne viral disease that primarily affects sheep, goats, cattle and camels, while also infecting humans.","https://www.standardmedia.co.ke/health/health-science/article/2001533712/kenya-steps-up-war-on-rift-valley-fever-and-brucellosis","Standard Digital","2025-11-07 15:31:35","2025-11-09 20:38:00.649995","[""kenya"",""disease""]","12.18","2025-11-09 20:38:00.649995"
"235","Bounce Back This Cold and Flu Season: 10 Comforting Food and Drink Gifts That Can Be Delivered","Has your loved one been hit by a nasty virus this season? These comforting food and drink gifts can help them get back on their feet in no time.","https://www.cnet.com/home/bounce-back-this-cold-and-flu-season-10-comforting-food-and-drink-gifts-that-can-be-delivered/","CNET","2025-11-07 15:19:00","2025-11-09 20:38:00.649995","[""virus""]","7.65","2025-11-09 20:38:00.649995"
"236","Disease of 1,000 faces shows how science is tackling immunity’s dark side | CNN","Doctor after doctor misdiagnosed or shrugged off Ruth Wilson’s rashes, swelling, fevers and severe pain for six years. She saved her life by begging for one more test in an emergency room about to send her home, again, without answers.","https://www.cnn.com/2025/11/07/health/autoimmune-disease-science","CNN","2025-11-07 14:49:36","2025-11-09 20:38:00.649995","[""disease"",""cnn"",""ruth wilson’s rashes"",""diagnosed""]","23.68","2025-11-09 20:38:00.649995"
"237","Flu cases in Japan exceed alert level, health ministry says","The alert level of 10 cases per regularly monitored medical institution nationwide indicates a possible large-scale outbreak within four weeks.","https://www.japantimes.co.jp/news/2025/11/07/japan/science-health/flu-cases-alert/","The Japan Times","2025-11-07 08:51:00","2025-11-09 20:38:00.649995","[""health ministry"",""japan"",""outbreak"",""cases""]","22.56","2025-11-09 20:38:00.649995"
"238","Health Officials on Edge as Tripledemic Cases Climb Alarmingly Across New York","Just days into November, New York is facing what public health experts had been warning about for months, a surge of the so-called “tripledemic.” Health Officials on Edge as Tripledemic Cases Climb Alarmingly Across New York.","https://www.niagaraaction.com/health-officials-on-edge-as-tripledemic-cases-climb-alarmingly-across-new-york","Niagaraaction.com","2025-11-06 22:30:40","2025-11-09 20:38:00.649995","[""cases"",""new york""]","23.3","2025-11-09 20:38:00.649995"
"239","'RHOC' Star Emily Simpson Reveals Son Luke, 10, Will Have Brain Procedure After PANDAS Diagnosis","Emily Simpson‘s 10-year-old son Luke will soon be having a brain procedure. During the Real Housewives of Orange County reunion on Thursday (November 5), the 49-year-old reality star revealed that her son is going to have a procedure after being diagnosed wit…","https://www.justjared.com/2025/11/08/rhoc-star-emily-simpson-reveals-son-luke-10-will-have-brain-procedure-after-pandas-diagnosis/","Just Jared","2025-11-08 16:42:52","2025-11-09 20:38:00.649995","[""luke"",""orange county"",""diagnosed""]","18.83","2025-11-09 20:38:00.649995"
"240","Health officials investigate Lyon County hantavirus case - Carson Now","Carson City Health and Human Services (CCHHS) is reporting a case of hantavirus in Lyon County. The case is a male over 50 years of age. This is the first […]","http://www.carsonnow.org/11/08/2025/health-officials-investigate-lyon-county-hantavirus-case","Carsonnow.org","2025-11-08 16:07:31","2025-11-09 20:38:00.649995","[""lyon county"",""virus"",""carson city""]","17.54","2025-11-09 20:38:00.649995"
"241","Man assaults doctors at Mumbai’s Cooper hospital after his mother passes away","According to the police, the attacker's mother was not well and was having difficulty in breathing. Shaikh was threatening the doctors that if anything happened to his mother, they would face the consequences.","https://indianexpress.com/article/cities/mumbai/man-assaults-doctors-mumbai-cooper-hospital-mother-passes-away-10354108/","The Indian Express","2025-11-08 15:48:42","2025-11-09 20:38:00.649995","[""shaikh"",""ICU"",""hospital"",""mumbai""]","23.4","2025-11-09 20:38:00.649995"
"242","Deep in Trump country, coal miners with black lung say government is suffocating the 'working man'","Lisa Emery, a respiratory therapist, is deeply concerned about West Virginia coal miners suffering from black lung disease.","https://www.cbsnews.com/pittsburgh/news/black-lung-coal-miners-trump-doge/","CBS News","2025-11-08 21:55:53","2025-11-09 21:57:02.58906","[""disease"",""west virginia""]","12.48","2025-11-09 21:57:02.58906"
"243","280,000 chickens to be culled after bird flu outbreak in Niigata","Niigata Prefecture announced on Sunday that a suspected case of highly pathogenic avian influenza at a poultry farm in Tainai City had been confirmed positive after genetic testing.  According to prefectural government officials, this is the fourth confirmed …","https://japantoday.com/category/national/280-000-chickens-to-be-culled-after-bird-flu-outbreak-in-niigata","Japan Today","2025-11-09 07:38:20","2025-11-10 08:27:54.219764","[""outbreak""]","8.51","2025-11-10 08:27:54.219764"
"244","​7 amazing health benefits of eating an orange every day ​","Oranges are rich in vitamin C, which helps your body fight infections, viruses, and bacteria. A single orange fulfills over 90% of your daily vitamin C requirement, keeping colds and flu at bay. Strengthens Your Immunity","https://m.economictimes.com/news/india/7-amazing-health-benefits-of-eating-an-orange-every-day/strengthens-your-immunity/slideshow/125197569.cms","Economictimes.com","2025-11-09 05:59:04","2025-11-10 08:27:54.219764","[""virus"",""infection""]","13.32","2025-11-10 08:27:54.219764"
"245","What is fatty liver disease: Causes, symptoms, and foods and natural drinks that can help, according to Harvard-trained gastroenterologist","Fatty liver treatment: Modern lifestyles are increasing fatty liver disease cases. Doctors recommend dietary changes and specific foods to manage this condition. Foods like walnuts, olive oil, soy products, garlic, coffee, oats, green tea, cruciferous vegetab…","https://economictimes.indiatimes.com/news/international/us/what-is-fatty-liver-disease-causes-symptoms-and-foods-and-natural-drinks-that-can-help-according-to-harvard-trained-gastroenterologist/articleshow/125197253.cms","The Times of India","2025-11-09 05:28:38","2025-11-10 08:27:54.219764","[""cases"",""disease"",""symptoms""]","19.78","2025-11-10 08:27:54.219764"
"246","Scientists find E. Coli spreads as fast as swine flu: Study","According to the study, E. coli is one of the leading causes of infections around the world","https://www.greaterkashmir.com/health/scientists-find-e-coli-spreads-as-fast-as-swine-flu-study/","Greater Kashmir","2025-11-09 04:02:29","2025-11-10 08:27:54.219764","[""infection""]","6.77","2025-11-10 08:27:54.219764"
"247","Struggling rural hospitals compete for billions of dollars in federal funding","Health systems in rural America are struggling. Many are losing money and over the past decade, more than 100 have closed. To address Medicaid shortfalls in the “One Big Beautiful” budget bill, Congress approved a $50 billion rural health transformation fund.…","https://www.pbs.org/newshour/show/struggling-rural-hospitals-compete-for-billions-of-dollars-in-federal-funding","PBS","2025-11-08 22:40:49","2025-11-10 08:27:54.219764","[""congress"",""hospital"",""america""]","18.64","2025-11-10 08:27:54.219764"
"248","African swine fever threatening food sources of Malayan tigers","KOTA BHARU: The African swine fever outbreak has been identified as a major threat to the population of wild boars and bearded pigs, which are the main food sources for the Malayan tigers in the Endau-Rompin Landscape, Johor. Read full story","https://www.thestar.com.my/news/nation/2025/11/09/african-swine-fever-threatening-food-sources-of-malayan-tigers","The Star Online","2025-11-09 03:06:00","2025-11-10 08:27:54.219764","[""kota"",""outbreak""]","13.3","2025-11-10 08:27:54.219764"
"249","Christmas deadline for decision on healthcare in Mid-West","Limerick is hosting a conference called 'Healthcare on the Margins' this weekend - a fitting location, given that the Mid-West is seen as the unhealthiest region in the country, and its main hospital is consistently the most overcrowded.","https://www.rte.ie/news/2025/1109/1542904-university-hospital-limerick/","RTE","2025-11-09 00:00:00","2025-11-10 08:27:54.219764","[""hospital""]","8.21","2025-11-10 08:27:54.219764"
"250","Melatonin mania: Why parents need to rethink children’s sleep aids","Reports from poison control centers show a 530 percent increase in melatonin exposure cases among children under 12 between 2012 and 2021, raising concerns about accidental ingestions – often due to gummy formulations. Melatonin, a hormone regulating sleep-wa…","https://www.naturalnews.com/2025-11-10-melatonin-mania-parents-rethink-children-sleep-aids.html","Naturalnews.com","2025-11-10 06:00:00","2025-11-11 08:12:53.776525","[""melatonin mania"",""cases"",""melatonin""]","18.53","2025-11-11 08:12:53.776525"
"251","How Traditional Chinese Medicine strengthens the lungs when the weather turns dry and cool","In Traditional Chinese Medicine (TCM), autumn is when the lungs are most active yet most vulnerable, as dry air depletes moisture and irritates the respiratory tract, making the body more prone to illness. Supporting lung health during fall helps strengthen w…","https://www.naturalnews.com/2025-11-10-how-tcm-strengthens-lungs-dry-cool-weather.html","Naturalnews.com","2025-11-10 06:00:00","2025-11-11 08:12:53.776525","[""illness""]","8.77","2025-11-11 08:12:53.776525"
"252","Catherine Conlon: Poultry farmers taking crucial steps to stop outbreak, but bird flu is rarely transmitted to people","Alarm bells rang out last month with the occurrence of an outbreak of bird flu in the population of greylag goose in Cork’s Fota Wildlife Park.","https://www.independent.ie/opinion/analysis/catherine-conlon-poultry-farmers-taking-crucial-steps-to-stop-outbreak-but-bird-flu-is-rarely-transmitted-to-people/a1839330079.html","Independent.ie","2025-11-10 05:30:00","2025-11-11 08:12:53.776525","[""outbreak"",""fota"",""catherine conlon""]","17.87","2025-11-11 08:12:53.776525"
"253","Endotyping-informed therapy for patients with chest pain and no obstructive coronary artery disease: a randomized trial","As presented at the American Heart Association Conference 2025, patients with chest pain and without obstructive coronary artery disease benefit from treatment informed by cardiovascular magnetic resonance.","https://www.nature.com/articles/s41591-025-04044-4","Nature.com","2025-11-10 00:00:00","2025-11-11 08:12:53.776525","[""disease""]","8.52","2025-11-11 08:12:53.776525"
"254","Deep immune profiling delineates hallmarks of disease heterogeneity in extrapulmonary tuberculosis","This work uses gene expression and single cell analyses to group extrapulmonary tuberculosis patients into three immune types, revealing immune pathways driving pathogenesis and markers that could improve diagnosis and guide tailored treatments.","https://www.nature.com/articles/s41467-025-65561-x","Nature.com","2025-11-10 00:00:00","2025-11-11 08:12:53.776525","[""disease""]","8.7","2025-11-11 08:12:53.776525"
"255","Comparative evaluation of different transport media for H5N1 highly pathogenic avian influenza virus","Scientific Reports - Comparative evaluation of different transport media for H5N1 highly pathogenic avian influenza virus","https://www.nature.com/articles/s41598-025-15987-6","Nature.com","2025-11-10 00:00:00","2025-11-11 08:12:53.776525","[""virus""]","7.48","2025-11-11 08:12:53.776525"
"256","28 Illustrations By Iranian Artist Show The Harsh Reality Of Doctors During Coronavirus Outbreak","Nobody expected 2020 to be like this. All media channels encouraging people to stay at home. All theaters, cinemas, gyms, and museums being closed. All hospitals around the world filled with people, some even unable to help others. It seems like everything ha…","https://www.boredpanda.com/coronavirus-illustrations-alireza-pakdel-msn/","Boredpanda.com","2025-11-09 17:30:16","2025-11-11 08:12:53.776525","[""outbreak"",""hospital"",""virus""]","19.36","2025-11-11 08:12:53.776525"
"257","Canada Plans to Kill Hundreds of Evidently Healthy Ostriches","As we learned during Covid, diseases are not as scary as the heavy-handed reactions to them by authorities who indulge in hysteria: Lethal injection to the skull. That’s the likely method of execution awaiting hundreds of seemingly healthy ostriches in … Cont…","https://moonbattery.com/canada-plans-to-kill-hundreds-of-evidently-healthy-ostriches/","Moonbattery.com","2025-11-09 15:45:25","2025-11-11 08:12:53.776525","[""disease"",""canada"",""cont"",""WHO""]","23.74","2025-11-11 08:12:53.776525"
"258","Climate change makes dengue perennial from seasonal in Goa","Panaji: Dengue is no longer a seasonal disease that surfaces only during the monsoons but it is now a perennial phenomenon, said deputy director of he.","https://timesofindia.indiatimes.com/city/goa/climate-change-makes-dengue-perennial-from-seasonal-in-goa/articleshow/125208319.cms","The Times of India","2025-11-09 19:48:29","2025-11-11 08:12:53.776525","[""disease""]","7.36","2025-11-11 08:12:53.776525"
"259","Authorities sound alarm after disease-carrying threat spreads across US region — here's what you need to know","This isn't the first warning sign.","https://www.yahoo.com/news/articles/authorities-sound-alarm-disease-carrying-140000811.html","Yahoo Entertainment","2025-11-09 14:00:00","2025-11-11 08:12:53.776525","[""disease""]","6.7","2025-11-11 08:12:53.776525"
"260","US to deny visa to applicants with diabetes, obesity, heart disease, other chronic illnesses","New Trump administration guidance could lead to visa denials for foreign nationals with chronic medical conditions like diabetes, heart disease, and obesity.","https://www.tuko.co.ke/business-economy/608996-us-deny-visa-applicants-diabetes-obesity-heart-disease-chronic-illnesses/","Breaking NEWS in KENYA for Today Right Now & Kenyan News | TUKO","2025-11-09 13:48:30","2025-11-11 08:12:53.776525","[""disease"",""illness""]","13.03","2025-11-11 08:12:53.776525"
